1370000 19 807 214
1380000 21 784 238
1390000 22 822 220
1400000 18 808 217
1410000 19 756 228
1420000 22 835 225
1430000 18 850 219
1440000 17 788 229
1450000 20 774 217
1460000 19 818 223
1470000 21 817 227
1480000 23 766 226
1490000 20 812 247
1500000 21 808 229
1510000 21 804 226
1520000 18 822 225
1530000 26 835 230
1540000 18 846 238
1550000 19 818 226
1560000 20 854 244
1570000 22 809 243
1580000 18 805 235
1590000 21 863 229
1600000 21 831 245
1610000 21 831 228
1620000 21 879 236
1630000 18 844 225
1640000 21 828 233
1650000 19 857 238
1660000 23 865 241
1670000 18 804 235
1680000 21 859 252
1690000 21 886 252
1700000 21 815 250
1710000 18 816 236
1720000 21 861 246
1730000 20 849 249
1740000 21 816 247
1750000 22 875 269
1760000 18 829 257
1770000 22 817 242
1780000 21 952 249
1790000 19 828 252
1800000 17 847 249
1810000 20 882 248
1820000 20 838 260
1830000 23 856 242
1840000 18 884 249
1850000 18 880 251
1860000 18 856 249
1870000 18 899 247
1880000 18 841 253
1890000 18 868 244
1900000 18 917 246
1910000 16 879 271
1920000 18 847 253
1930000 18 902 253
1940000 16 929 272
1950000 18 849 266
1960000 16 843 260
1970000 18 914 263
1980000 24 858 254
1990000 18 828 266
2000000 21 917 273
2010000 21 882 251
2020000 18 873 270
2030000 20 956 253
2040000 21 846 253
2050000 23 907 273
2060000 19 890 260
2070000 19 855 273
2080000 27 866 297
2090000 739 898 249
2100000 19 837 244
2110000 21 906 248
2120000 21 831 258
2130000 19 832 274
2140000 20 873 18006
2150000 21 853 183
2160000 19 815 175
2170000 21 832 223
2180000 20 843 181
2190000 20 845 175
2200000 21 817 191
2210000 21 834 173
2220000 21 861 180
2230000 21 859 208
2240000 21 895 177
2250000 22 824 177
2260000 21 843 198
2270000 21 896 183
2280000 25 835 185
2290000 21 860 194
2300000 21 930 201
2310000 22 915 199
2320000 18 881 189
2330000 22 916 190
2340000 20 872 202
2350000 20 895 203
2360000 21 934 195
2370000 22 880 191
2380000 18 906 196
2390000 21 920 198
2400000 19 889 205
2410000 18 872 194
2420000 20 919 194
2430000 20 908 202
2440000 19 865 198
2450000 21 921 203
2460000 21 918 192
2470000 24 867 194
2480000 20 929 194
2490000 21 911 202
2500000 23 890 203
2510000 18 925 201
2520000 18 961 208
2530000 18 902 195
2540000 18 899 201
2550000 19 980 203
2560000 21 883 214
2570000 21 889 210
2580000 21 936 205
2590000 21 923 204
2600000 17 906 195
2610000 23 953 205
2620000 22 908 194
2630000 21 906 205
2640000 20 918 203
2650000 20 874 211
2660000 18 911 199
2670000 21 920 200
2680000 23 921 201
2690000 20 884 204
2700000 20 946 208
2710000 21 920 208
2720000 20 880 222
2730000 31 927 201
2740000 20 911 199
2750000 21 912 232
2760000 23 892 212
2770000 22 1008 202
2780000 21 894 203
2790000 20 902 215
2800000 21 942 212
2810000 20 890 210
2820000 27 925 205
2830000 19 951 203
2840000 21 906 203
2850000 18 904 217
2860000 22 928 212
2870000 20 1055 256
2880000 21 1019 205
2890000 21 953 207
2900000 18 953 203
2910000 20 990 203
2920000 21 933 221
2930000 18 928 203
2940000 20 972 203
2950000 21 971 212
2960000 20 901 221
2970000 21 995 205
2980000 19 936 225
2990000 21 933 263
3000000 32 929 223
3010000 21 933 210
3020000 21 947 210
3030000 21 951 268
3040000 17 1254 260
3050000 19 1058 219
3060000 19 1007 214
3070000 19 956 222
3080000 21 940 210
3090000 20 978 220
3100000 21 953 210
3110000 18 937 221
3120000 23 1004 215
3130000 17 913 221
3140000 19 973 248
3150000 21 934 221
3160000 17 967 210
3170000 21 977 216
3180000 17 949 211
3190000 21 947 214
3200000 21 967 240
3210000 21 965 222
3220000 21 923 212
3230000 21 1004 226
3240000 21 958 209
3250000 20 934 248
3260000 21 920 218
3270000 24 953 213
3280000 20 955 214
3290000 21 961 224
3300000 20 984 215
3310000 21 920 229
3320000 20 960 254
3330000 20 947 237
3340000 24 906 228
3350000 22 985 216
3360000 19 952 214
3370000 21 944 216
3380000 21 1000 219
3390000 19 934 215
3400000 21 957 221
3410000 21 986 217
3420000 20 956 230
3430000 21 955 255
3440000 18 959 231
3450000 27 962 218
3460000 21 960 224
3470000 21 963 228
3480000 21 959 219
3490000 18 999 219
3500000 17 971 218
3510000 22 934 220
3520000 17 984 219
3530000 21 983 224
3540000 17 905 248
3550000 22 959 240
3560000 21 1025 230
3570000 18 942 225
3580000 20 967 253
3590000 20 955 239
3600000 21 938 226
3610000 22 989 231
3620000 20 954 237
3630000 21 934 232
3640000 20 1025 228
3650000 19 946 222
3660000 21 981 228
3670000 21 994 223
3680000 21 958 234
3690000 21 945 257
3700000 21 996 242
3710000 22 965 230
3720000 30 1040 233
3730000 20 966 241
3740000 22 1038 233
3750000 20 997 226
3760000 21 987 233
3770000 21 954 273
3780000 22 968 265
3790000 21 970 233
3800000 21 998 241
3810000 26 1002 277
3820000 17 978 243
3830000 20 979 242
3840000 21 1028 233
3850000 21 1004 238
3860000 20 966 235
3870000 20 1032 242
3880000 18 953 239
3890000 20 996 276
3900000 21 955 244
3910000 21 982 229
3920000 20 1018 237
3930000 21 982 236
3940000 22 962 239
3950000 21 1021 238
3960000 19 981 236
3970000 21 1001 256
3980000 19 973 246
3990000 22 985 232
4000000 23 1002 233
4010000 21 966 260
4020000 20 963 238
4030000 19 998 262
4040000 23 1063 233
4050000 21 980 273
4060000 21 982 252
4070000 20 1026 262
4080000 21 968 241
4090000 21 1042 251
4100000 23 984 234
4110000 20 959 242
4120000 27 1037 241
4130000 21 951 240
4140000 23 993 277
4150000 27 958 248
4160000 24 1011 241
4170000 21 1017 234
4180000 24 992 240
4190000 1400 1067 237
4200000 21 984 240
4210000 23 1030 245
4220000 19 977 247
4230000 22 1006 242
4240000 21 1037 243
4250000 18 1046 252
4260000 21 976 254
4270000 22 1014 266
4280000 18 1054 246
4290000 19 994 238
4300000 22 1061 252
4310000 19 1019 245
4320000 21 963 263
4330000 20 1057 245
4340000 17 994 242
4350000 20 1011 35525
4360000 21 1027 165
4370000 20 941 151
4380000 21 1009 156
4390000 21 961 170
4400000 22 1010 157
4410000 25 1018 154
4420000 21 964 150
4430000 24 1009 161
4440000 25 1003 151
4450000 19 1024 154
4460000 21 1000 165
4470000 22 1016 152
4480000 20 969 151
4490000 20 1014 160
4500000 21 978 164
4510000 21 961 155
4520000 21 1032 154
4530000 21 988 149
4540000 21 1003 170
4550000 21 1001 160
4560000 21 1005 159
4570000 19 1002 158
4580000 20 1008 155
4590000 19 980 160
4600000 20 955 169
4610000 15 1071 160
4620000 16 1005 159
4630000 18 985 184
4640000 20 1000 184
4650000 29 1022 160
4660000 21 990 172
4670000 21 1030 171
4680000 21 1032 156
4690000 21 982 157
4700000 19 1013 181
4710000 22 1004 176
4720000 21 981 186
4730000 26 1038 173
4740000 22 998 163
4750000 21 986 169
4760000 21 1053 159
4770000 21 981 158
4780000 21 1037 164
4790000 21 1035 158
4800000 21 999 181
4810000 26 1022 182
4820000 19 1052 176
4830000 20 1040 154
4840000 22 1053 154
4850000 20 992 152
4860000 20 1008 177
4870000 21 1048 155
4880000 21 994 167
4890000 18 1015 156
4900000 18 1035 154
4910000 18 1030 158
4920000 18 970 180
4930000 18 1030 154
4940000 20 1029 154
4950000 21 1018 169
4960000 20 1001 182
4970000 18 1016 155
4980000 19 1035 156
4990000 18 1034 170
5000000 18 987 154
5010000 18 1033 153
5020000 18 1057 153
5030000 18 1001 159
5040000 18 1104 167
5050000 18 1138 166
5060000 16 1003 152
5070000 20 1041 169
5080000 18 1051 161
5090000 18 989 168
5100000 25 1097 162
5110000 18 1024 170
5120000 18 1027 172
5130000 18 1112 161
5140000 18 1059 160
5150000 16 1050 154
5160000 18 1047 172
5170000 18 1010 168
5180000 15 1038 172
5190000 17 1021 164
5200000 18 1044 176
5210000 18 1086 165
5220000 18 1012 162
5230000 23 1039 163
5240000 18 1091 160
5250000 18 1234 175
5260000 16 1422 208
5270000 21 1316 165
5280000 18 1123 190
5290000 18 1211 162
5300000 18 1177 165
5310000 16 1137 160
5320000 16 1128 162
5330000 15 1092 170
5340000 19 1190 170
5350000 23 1115 160
5360000 18 1149 161
5370000 17 1135 176
5380000 15 1064 210
5390000 18 1098 170
5400000 16 1138 163
5410000 16 1159 180
5420000 20 1132 160
5430000 15 1058 202
5440000 26 1136 180
5450000 16 1108 161
5460000 16 1101 166
5470000 18 1041 172
5480000 19 1037 158
5490000 21 1112 165
5500000 21 1049 173
5510000 21 1075 185
5520000 22 1043 184
5530000 21 1040 155
5540000 21 1093 168
5550000 18 1033 166
5560000 18 1006 159
5570000 21 1120 163
5580000 21 1074 162
5590000 21 1056 177
5600000 25 1016 168
5610000 21 1084 160
5620000 19 1057 155
5630000 21 1034 173
5640000 21 1014 197
5650000 18 1052 158
5660000 21 1063 156
5670000 19 1065 164
5680000 20 1002 161
5690000 22 1058 166
5700000 21 1103 161
5710000 20 997 179
5720000 21 1020 163
5730000 22 1082 164
5740000 27 1034 158
5750000 20 1043 182
5760000 23 1075 159
5770000 21 1031 162
5780000 18 1104 167
5790000 21 1022 165
5800000 21 1048 165
5810000 20 1079 161
5820000 17 1034 166
5830000 19 1020 167
5840000 26 1113 158
5850000 21 1056 157
5860000 20 1099 164
5870000 20 1027 172
5880000 21 1039 162
5890000 21 1083 170
5900000 22 1066 158
5910000 19 1027 156
5920000 21 1048 179
5930000 18 1126 161
5940000 21 1026 168
5950000 18 1032 157
5960000 22 1061 164
5970000 18 1038 169
5980000 18 1084 168
5990000 18 1067 168
6000000 18 1082 157
6010000 18 1136 160
6020000 18 1052 156
6030000 19 1072 178
6040000 20 1061 165
6050000 18 1137 159
6060000 18 1104 157
6070000 18 1089 166
6080000 19 1065 166
6090000 18 1162 163
6100000 16 1144 167
6110000 18 1163 170
6120000 16 1139 172
6130000 20 1138 188
6140000 19 1131 192
6150000 21 1204 166
6160000 19 1152 169
6170000 18 1127 203
6180000 19 1117 202
6190000 19 1130 181
6200000 23 1194 166
6210000 19 1141 172
6220000 19 1155 184
6230000 23 1138 202
6240000 19 1139 183
6250000 19 1181 163
6260000 18 1176 172
6270000 17 1173 171
6280000 19 1137 173
6290000 19 1139 173
6300000 20 1163 169
6310000 16 1162 165
6320000 25 1172 197
6330000 18 1180 167
6340000 19 1119 189
6350000 20 1173 175
6360000 16 1228 165
6370000 17 1131 171
6380000 18 1194 165
6390000 20 1162 171
6400000 19 1269 184
6410000 19 1114 172
6420000 21 1106 190
6430000 21 1086 162
6440000 21 1095 163
6450000 21 1084 161
6460000 21 1145 172
6470000 21 1177 167
6480000 21 1108 162
6490000 20 1051 165
6500000 22 1105 169
6510000 23 1074 170
6520000 21 1117 168
6530000 21 1043 184
6540000 19 1098 179
6550000 26 1058 165
6560000 21 1094 170
6570000 19 1108 186
6580000 21 1093 173
6590000 21 1039 185
6600000 25 1174 167
6610000 21 1071 174
6620000 18 1147 175
6630000 22 1078 169
6640000 24 1094 180
6650000 19 1129 165
6660000 20 1112 173
6670000 22 1082 178
6680000 19 1124 180
6690000 20 1095 175
6700000 21 1108 167
6710000 26 1079 188
6720000 26 1095 169
6730000 21 1416 251
6740000 24 1349 168
6750000 16 1143 172
6760000 16 1105 178
6770000 18 1046 210
6780000 18 1118 184
6790000 16 1132 172
6800000 16 1077 171
6810000 18 1127 181
6820000 18 1097 164
6830000 16 1100 172
6840000 20 1158 180
6850000 16 1106 212
6860000 16 1213 179
6870000 16 1135 198
6880000 17 1157 177
6890000 18 1173 173
6900000 16 1104 170
6910000 18 1123 174
6920000 18 1094 183
6930000 18 1146 175
6940000 18 1136 169
6950000 17 1123 168
6960000 22 1199 177
6970000 14 1351 203
6980000 17 1315 175
6990000 15 1154 202
7000000 18 1233 177
7010000 18 1193 173
7020000 19 1166 177
7030000 20 1166 172
7040000 18 1164 205
7050000 18 1235 169
7060000 24 1197 168
7070000 19 1192 173
7080000 16 1176 169
7090000 16 1142 194
7100000 16 1134 206
7110000 16 1166 189
7120000 17 1196 170
7130000 18 1191 168
7140000 17 1181 174
7150000 18 1154 176
7160000 18 1159 191
7170000 17 1143 176
7180000 23 1198 172
7190000 18 1158 177
7200000 20 1172 185
7210000 18 1117 204
7220000 20 1124 182
7230000 19 1129 168
7240000 21 1102 183
7250000 21 1143 176
7260000 18 1109 170
7270000 19 1097 174
7280000 18 1140 173
7290000 19 1089 182
7300000 22 1124 176
7310000 19 1086 173
7320000 16 1116 192
7330000 21 1136 182
7340000 22 1145 207
7350000 21 1117 196
7360000 19 1126 179
7370000 22 1098 194
7380000 21 1141 174
7390000 18 1143 168
7400000 20 1111 190
7410000 21 1110 189
7420000 20 1145 169
7430000 21 1099 168
7440000 20 1191 172
7450000 21 1120 170
7460000 20 1100 170
7470000 24 1146 172
7480000 17 1071 177
7490000 22 1158 165
7500000 20 1084 165
7510000 28 1123 172
7520000 20 1121 166
7530000 21 1097 177
7540000 21 1125 174
7550000 21 1088 169
7560000 20 1094 169
7570000 21 1131 171
7580000 21 1122 173
7590000 20 1110 181
7600000 21 1074 184
7610000 22 1117 173
7620000 20 1132 171
7630000 20 1152 168
7640000 21 1075 213
7650000 21 1130 195
7660000 21 1167 167
7670000 20 1099 165
7680000 20 1153 178
7690000 17 1134 169
7700000 18 1094 171
7710000 18 1157 172
7720000 18 1112 182
7730000 19 1195 169
7740000 18 1112 174
7750000 18 1114 174
7760000 17 1134 171
7770000 16 1117 179
7780000 22 1114 177
7790000 15 1133 171
7800000 18 1096 166
7810000 15 1131 175
7820000 19 1102 177
7830000 21 1169 182
7840000 19 1120 179
7850000 18 1107 176
7860000 21 1146 167
7870000 20 1207 180
7880000 19 1094 173
7890000 20 1122 179
7900000 23 1118 175
7910000 15 1096 180
7920000 22 1144 168
7930000 18 1109 170
7940000 18 1118 173
7950000 17 1126 173
7960000 17 1072 179
7970000 19 1158 171
7980000 25 1091 172
7990000 21 1109 173
8000000 21 1131 169
8010000 21 1114 177
8020000 18 1079 186
8030000 21 1148 169
8040000 18 1114 169
8050000 23 1153 178
8060000 19 1121 169
8070000 21 1120 185
8080000 20 1115 186
8090000 19 1128 171
8100000 21 1180 177
8110000 18 1156 182
8120000 23 1190 194
8130000 24 1153 194
8140000 18 1132 188
8150000 18 1111 180
8160000 18 1148 185
8170000 18 1093 172
8180000 17 1111 195
8190000 19 1148 187
8200000 18 1098 177
8210000 17 1149 171
8220000 18 1103 183
8230000 18 1126 187
8240000 21 1158 185
8250000 18 1128 180
8260000 17 1143 174
8270000 18 1129 172
8280000 19 1100 186
8290000 18 1134 192
8300000 18 1134 170
8310000 17 1116 175
8320000 21 1135 181
8330000 18 1083 178
8340000 22 1157 182
8350000 17 1187 180
8360000 17 1120 169
8370000 18 1136 188
8380000 2768 1239 178
8390000 19 1113 174
8400000 18 1203 183
8410000 19 1119 176
8420000 19 1132 182
8430000 19 1117 177
8440000 18 1162 172
8450000 18 1131 169
8460000 17 1147 180
8470000 19 1109 172
8480000 17 1158 171
8490000 17 1128 179
8500000 18 1146 176
8510000 19 1147 177
8520000 26 1121 188
8530000 18 1147 200
8540000 22 1131 173
8550000 20 1118 188
8560000 18 1173 187
8570000 17 1134 178
8580000 18 1098 181
8590000 16 1174 170
8600000 18 1114 179
8610000 18 1173 190
8620000 19 1146 171
8630000 18 1135 184
8640000 17 1150 172
8650000 18 1135 177
8660000 19 1129 185
8670000 18 1129 183
8680000 18 1130 174
8690000 18 1152 183
8700000 17 1134 172
8710000 18 1142 171
8720000 17 1116 184
8730000 18 1121 175
8740000 17 1133 184
8750000 18 1173 182
8760000 17 1118 180
8770000 17 1171 172
8780000 22 1086 175
8790000 18 1175 188
8800000 19 1178 180
8810000 18 1130 176
8820000 18 1136 183
8830000 18 1225 180
8840000 18 1141 56145
8850000 17 1166 119
8860000 18 1105 120
8870000 19 1123 127
8880000 18 1165 121
8890000 18 1149 122
8900000 18 1129 129
8910000 19 1131 125
8920000 19 1261 123
8930000 19 1165 120
8940000 18 1195 135
8950000 17 1102 130
8960000 17 1236 139
8970000 19 1135 119
8980000 23 1165 130
8990000 18 1179 120
9000000 17 1114 124
9010000 19 1172 151
9020000 19 1271 125
9030000 18 1274 136
9040000 16 1249 130
9050000 18 1159 140
9060000 20 1156 128
9070000 19 1169 138
9080000 20 1137 128
9090000 22 1212 141
9100000 18 1211 123
9110000 18 1203 127
9120000 22 1223 123
9130000 17 1162 120
9140000 21 1168 140
9150000 22 1170 143
9160000 19 1271 131
9170000 14 1235 125
9180000 17 1168 120
9190000 17 1151 120
9200000 18 1152 138
9210000 17 1137 132
9220000 17 1177 124
9230000 19 1237 128
9240000 20 1124 124
9250000 21 1165 157
9260000 22 1151 123
9270000 17 1139 127
9280000 18 1195 120
9290000 21 1127 120
9300000 21 1139 120
9310000 19 1184 127
9320000 20 1117 126
9330000 19 1179 133
9340000 20 1120 119
9350000 21 1170 129
9360000 21 1200 120
9370000 21 1175 120
9380000 21 1140 124
9390000 28 1164 132
9400000 18 1136 120
9410000 21 1188 120
9420000 20 1151 124
9430000 21 1124 133
9440000 22 1169 128
9450000 18 1220 123
9460000 21 1117 125
9470000 22 1229 129
9480000 21 1164 123
9490000 21 1167 130
9500000 21 1207 123
9510000 19 1163 123
9520000 18 1189 125
9530000 21 1148 120
9540000 21 1146 124
9550000 20 1225 128
9560000 21 1156 125
9570000 21 1179 134
9580000 21 1157 127
9590000 18 1153 127
9600000 21 1179 120
9610000 21 1176 120
9620000 21 1140 122
9630000 19 1199 125
9640000 18 1133 123
9650000 18 1197 120
9660000 18 1208 126
9670000 18 1158 119
9680000 18 1129 120
9690000 18 1200 127
9700000 18 1120 128
9710000 16 1206 129
9720000 18 1166 123
9730000 18 1154 124
9740000 18 1170 120
9750000 18 1196 129
9760000 18 1176 134
9770000 18 1179 125
9780000 18 1138 120
9790000 18 1203 120
9800000 20 1155 125
9810000 18 1158 123
9820000 15 1158 123
9830000 16 1156 119
9840000 17 1172 123
9850000 18 1244 120
9860000 18 1154 118
9870000 18 1163 125
9880000 18 1217 123
9890000 16 1156 127
9900000 16 1189 129
9910000 16 1177 119
9920000 18 1167 155
9930000 18 1245 131
9940000 16 1176 130
9950000 18 1273 131
9960000 15 1172 145
9970000 20 1177 132
9980000 15 1172 150
9990000 18 1190 123
